"X1.Nezara.viridula.Infected.Fat.Body"	"X2.Nezara.viridula.Infected.Ovary"	"X3.Nezara.viridula.Infected.Spermatheca"	"X4.Nezara.viridula.Infected.Egg"	"X5.Nezara.viridula.Clean.Fat.Body"	"X6.Nezara.viridula.Clean.Ovary"	"X7.Nezara.viridula.Clean.Spermatheca"	"X8.Nezara.viridula.Clean.Egg"	"taxa"
"OTU_1"	4.68028194266066	3.30992896672989	8.13062404977735	9.66854989051198	3.34332250462591	2.83760488137977	2.37515277539875	2.91379034644196	"eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria"
"OTU_2"	7.17015376641947	6.08793775643901	3.2219129165796	5.15110479990135	8.24948008416395	5.45597347693648	6.03550414589815	4.80624831822203	"uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria"
"OTU_3"	2.47142932732932	1.70049105429579	2.26050174942497	4.11028363626164	2.29350038012724	8.27298489831615	1.33572935812098	2.78136576079263	"gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup"
"OTU_4"	2.71883750064316	2.0913573629828	2.12916574736388	3.95134252811175	2.64245327797206	2.99175556120703	1.10392774406365	7.72174316109535	"af529109.1 trichloroethene_contaminated site clone ftl254 proteobacterium  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria"
"OTU_5"	7.32742649338004	6.59703215276546	1.55185038232906	3.2912562098127	3.96884949751088	2.85740750867595	0.801646872190718	1.88261933856938	"ef604015.1 salmonella typhimurium exploits inflammation compete intestinal microbiota mouse cecum clone 16saw43_2c06.p1k  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__salmonella;s__salmonella enterica;superkingdom__bacteria"
"OTU_6"	6.72592158885105	7.01861104814001	3.37941930425383	3.36187377702665	0.873683326968703	1.00502341763146	-0.422128559431398	0.618927299541826	"___af327408.1__gi:33340569_  ;k__fungi;p__microsporidia;c__microsporidia;o__microsporidia;f__burenellidae;g__vairimorpha;s__vairimorpha cheracis;superkingdom__eukaryota;suborder__pansporoblastina"
"OTU_7"	-0.185327579385341	-0.741855981073414	3.36422913875985	2.11665801416666	-0.271448977334299	0.962463803212668	4.62097392480236	0.45187321487866	"thermicanus aegyptius ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillales family x. incertae sedis;g__thermicanus;s__thermicanus aegyptius;superkingdom__bacteria"
"OTU_8"	1.56387227542392	0.356756307594695	0.794164680631543	2.39109485986842	2.11337421389672	1.38231764877293	0.571123213578885	6.03946229881411	"oxalobacter sp. w1.09_142 ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__oxalobacter;s__oxalobacter sp.;superkingdom__bacteria"
"OTU_9"	0.625602636830988	0.174434750800741	-0.304447608036566	2.14263350056993	0.0852259666044333	0.660182931339734	-0.326818379627073	5.38569291180676	"gq014444.1 topographical and temporal human skin microbiome skin axillary vault clone nbw811d10c1  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__methylobacterium;s__methylobacterium adhaesivum;superkingdom__bacteria"
"OTU_10"	0.220137528722824	1.50943581753308	-0.304447608036566	1.69794767930848	5.3206035333786	2.92071978809028	-0.852911475523852	3.36718392112208	"halospirulina sp. ef17(2012) ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__oscillatoriales;f__oscillatoriales;g__halospirulina;s__halospirulina sp.;superkingdom__bacteria;subclass  oscillatoriophycideae"
"OTU_11"	0.220137528722824	0.174434750800741	0.388699572523379	1.18712205554249	0.615854217666604	2.31560595701566	0.016126371499757	5.49294953447615	"ay571831.1 variovorax sp. 44/31  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__variovorax;s__variovorax paradoxus;superkingdom__bacteria"
"OTU_12"	0	-1.43500316163336	2.0934476647618	0.781656947434324	-0.137917584709777	0.311876237071518	3.79147942361752	0	"empedobacter sp. c2_7 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__empedobacter;s__empedobacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group"
"OTU_13"	-0.878474759945286	-1.43500316163336	0.725171809144592	0.676296431776498	1.18383825527254	4.80704552784528	1.39432352238703	-0.000111908864397048	"uncultured aquabacterium sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__aquabacterium;s__aquabacterium spp.;superkingdom__bacteria"
"OTU_14"	-0.878474759945286	-0.741855981073414	2.49283372679359	2.2857343442106	1.77162492017466	-0.786736051596592	3.79884865372407	0.887191286136506	"am902721.2 anoxybacillus tunensis str. a06  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__anoxybacillus;s__anoxybacillus tunensis;superkingdom__bacteria"
"OTU_15"	-0.473009651837122	1.04990348815464	2.30562218470544	1.81127636461548	-0.607921213955512	-1.07441812404837	3.59245103432184	0.944349699976454	"fj409572.1 corynebacterium diphtheriae str. c443  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium diphtheriae;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae"
