otu name	taxonomy	1.Nezara.viridula.Infected.Fat.Body	2.Nezara.viridula.Infected.Ovary	3.Nezara.viridula.Infected.Spermatheca	4.Nezara.viridula.Infected.Egg	5.Nezara.viridula.Clean.Fat.Body	6.Nezara.viridula.Clean.Ovary	7.Nezara.viridula.Clean.Spermatheca	8.Nezara.viridula.Clean.Egg	
OTU_1	eu704216.1 human biliary stents clone klond03  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	3.4769210156092985864540765100	2.0776874435411020776874435400	82.89478420503221626291350203	81.07305705867195464883093021	0.6272617611580217129071170100	0.3500501738582530162656647500	0.7617278216442173711100789600	0.447357469829379941739492300
OTU_2	uncultured pantoea sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__pantoea;s__pantoea spp.;superkingdom__bacteria	41.930729550478997789240972730	33.423667570009033423667570010	0.6119290162341168424462762300	0.8850648113915683572524899400	84.75512665862484921592279855	4.8003547175095096963898158700	29.612169066418950301904319550	2.9685115827437924816201969800
OTU_3	gq433962.1 subseafloor ocean crust microbial observatories: (f_through osmo colonization system) and evaluation borehole materials seafloor black flocs colonization experiment glass wool clone blkflocs_h02  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	0.3818583774368593823273263200	0.4155374887082204155374887100	0.2339728591483387927000467900	0.3125735219977817362954996100	0.2195416164053075995174909500	80.29450887960607687101817927	0.2693915466790524849047840200	0.3918712720210847551671521700
OTU_4	af529109.1 trichloroethene_contaminated site clone ftl254 proteobacterium  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia timonae;superkingdom__bacteria	0.4890466939103637703490319600	0.6142728093947606142728093900	0.2051761995608509412908102700	0.2666397786217636316785982400	0.3112183353437876960193003600	0.4083918695012951856432755400	0.2136553646075243845796562900	54.792620335691496740185878760
OTU_5	ef604015.1 salmonella typhimurium exploits inflammation compete intestinal microbiota mouse cecum clone 16saw43_2c06.p1k  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__salmonella;s__salmonella enterica;superkingdom__bacteria	49.072151135526227641187110600	55.609756097560975609756097560	0.1151866383499514056369461100	0.1378012301280543138507041300	1.1724969843184559710494571800	0.3570511773354180765909780400	0.1579191825359962842545285600	0.1595228186988486613954778700
OTU_7	thermicanus aegyptius ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillales family x. incertae sedis;g__thermicanus;s__thermicanus aegyptius;superkingdom__bacteria	0.0267970791183760970054264100	0.0361336946702800361336946700	0.7055181598934523595262949500	0.0425727377631387311083476200	0.01688781664656212303980700	0.0536743599915987958274019300	7.1969345099860659544821179700	0.0381467609932029407684838400
OTU_8	oxalobacter sp. w1.09_142 ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__oxalobacter;s__oxalobacter sp.;superkingdom__bacteria	0.1540832049306625577812018500	0.1084010840108401084010840100	0.0539937367265397213923184900	0.0560167602146562251425626500	0.1833534378769601930036188200	0.0816783739002590371286551100	0.1254064096609382257315373900	10.188653072548203634345956440
OTU_9	gq014444.1 topographical and temporal human skin microbiome skin axillary vault clone nbw811d10c1  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__methylobacterium;s__methylobacterium adhaesivum;superkingdom__bacteria	0.0602934280163462182622094200	0.0903342366757000903342366800	0.0179979122421799071307728300	0.0436930729674318556111988700	0.0241254523522316043425814200	0.0396723530372686751767753400	0.0510915002322340919647004200	5.2989318906921903176584824500
OTU_10	halospirulina sp. ef17(2012) ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__oscillatoriales;f__oscillatoriales;g__halospirulina;s__halospirulina sp.;superkingdom__bacteria;subclass  oscillatoriophycideae	0.0401956186775641455081396100	0.3432700993676603432700993700	0.0179979122421799071307728300	0.0280083801073281125712813300	4.5307599517490952955367913100	0.3803878555926349443420223600	0.0301904319554110543427775200	0.703981134692745179636565400
OTU_11	ay571831.1 variovorax sp. 44/31  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__variovorax;s__variovorax paradoxus;superkingdom__bacteria	0.0401956186775641455081396100	0.0903342366757000903342366800	0.0359958244843598142615456600	0.016805028064396867542768800	0.0410132689987937273823884200	0.2076964364892301229842944200	0.0719925685090571295866233200	5.8988764044943820224719101100
OTU_12	empedobacter sp. c2_7 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__empedobacter;s__empedobacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	0	0.0180668473351400180668473400	0.1979770346639789784385011300	0.0112033520429312450285125300	0.0193003618817852834740651400	0.0280040139086602413012531800	3.1398049233627496516488620500	0
OTU_13	uncultured aquabacterium sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__aquabacterium;s__aquabacterium spp.;superkingdom__bacteria	0.013398539559188048502713200	0.0180668473351400180668473400	0.0503941542781037399661639200	0.0100830168386381205256612800	0.0723763570566948130277442700	2.5086929126508132832372640100	0.2856479331165815141662796100	0.0242752115411291441253988100
OTU_14	am902721.2 anoxybacillus tunensis str. a06  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__anoxybacillus;s__anoxybacillus tunensis;superkingdom__bacteria	0.013398539559188048502713200	0.0361336946702800361336946700	0.2951657607717504769446744200	0.0504150841931906026283063900	0.1302774427020506634499396900	0.0093346713028867471004177300	3.1630283325592196934509986100	0.0589540851713136357331113900
OTU_15	fj409572.1 corynebacterium diphtheriae str. c443  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium diphtheriae;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	0.0200978093387820727540698100	0.2168021680216802168021680200	0.2447716064936467369785104900	0.0313693857202074860798350900	0.0120627261761158021712907100	0.0070010034771650603253132900	2.5731537389688806316767301400	0.0624219725343320848938826500
OTU_16	uncultured arthrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__arthrobacter;s__arthrobacter spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	0.0535941582367521940108528200	0.1626016260162601626016260200	0.0251970771390518699830819600	0.0616184362361218476568189200	0.01688781664656212303980700	0.140020069543301206506265900	0.0650255457501161170459823500	3.1141628519905673463725898200
